ID,Fecha_Venta,Departamento,Ciudad,Categoría,Subcategoría,Nombre_Producto,Precio,Cantidad,Total_Venta,Tipo_Venta,Estado_Producto,Método_Pago,Cliente,Email_Cliente,Teléfono,Entrega,Opinión
a08df249-cbf5-4817-a68f-aa2c74656bf5,27/11/2023,Durazno,Tomás Gomensoro,Deportes,Vitaminas,Cuadros Decorativos,13173.6,6.0,79041.6,Tienda oficial,Nuevo,Cripto,Lucho Rincón-Barbero,adora03@hotmail.com,+34 972562695,Envío a domicilio,Buena
2bcb360b-ba6d-4e23-95fb-d336fd103dd4,02/07/2023,Artigas,Canelones,Ropa,Ropa Deportiva,Raqueta de Tenis,19696.15,2.0,39392.3,Tienda oficial,Usado,Cripto,Bartolomé Niño-Escrivá,,+34746 05 10 44,Retiro en local,Buena
1ff46988-fd18-4ced-88aa-f16bf1873a86,16/06/2024,Tacuarembó,Punta del Este,Ropa,Historia,Tapado de Invierno,89440.22,3.0,268320.66,Particular,Usado,Transferencia,María Belén del Peláez,milagroscolomer@gmail.com,+34 982 48 73 20,Retiro en local,Buena
f7a8519c-2ba5-49ff-8aba-6ae2504f5b5a,29/09/2024,Florida,Dolores,Hogar,TV y Video,Olla a Presión,86709.85,10.0,867098.5,Particular,Nuevo,Tarjeta,Crescencia Campoy-Catalá,,+34735694729,Envío a domicilio,Excelente
da4910d1-2af3-454e-a16e-a31febd180fb,07/09/2024,Salto,Santa Rosa,Alimentos,Cuidado del Cabello,El Principito,55435.62,1.0,55435.62,Marketplace,Reacondicionado,Tarjeta,María Carro Barceló,hfuente@hotmail.com,+34 709046355,Retiro en local,Excelente
29b60bc2-cf94-4c2a-b8b6-218e04998df2,18/04/2025,Maldonado,Lascano,Salud,Imagen,Botiquín,91310.02,2.0,182620.04,Particular,Usado,Transferencia,Felisa Adadia Sanchez,emelinapriego@rodriguez.es,+34615 18 94 33,Retiro en local,Mala
d2c942b5-16ff-43a1-ba7a-78a5c68d7c08,19/01/2025,Flores,Rafael Perazza,Hogar,Jardinería,Raqueta de Tenis,45591.05,4.0,182364.2,Marketplace,Nuevo,Cripto,Jacobo Pardo-Blanca,reinaldo40@lara-vina.es,+34 733 79 69 70,Retiro en local,Buena
da600ce7-2532-4227-9685-7f65e5cea80a,02/03/2025,Rocha,Treinta y Tres,Belleza,Novelas,Carolina Herrera,87520.24,2.0,175040.48,Marketplace,Usado,Transferencia,Cecilia Peinado Rodriguez,hmartinez@yahoo.com,+34737 551 727,Retiro en local,Buena
22f1fe54-ec7a-4c3d-8f99-87362284bc48,16/11/2023,Florida,Young,Hogar,Ciencia Ficción,Zapatos de Cuero,36277.44,8.0,290219.52,Tienda oficial,Usado,Transferencia,Gloria Batlle Niño,aarregui@hotmail.com,+34713357943,Retiro en local,Excelente
a944f27b-1eeb-4944-8f44-3c0e44c31bce,07/09/2024,Artigas,Canelones,Electrónica,Jardinería,Licuadora,45363.46,3.0,136090.38,Particular,Nuevo,Cripto,Chuy del Mariscal,zrobledo@salazar-rivero.com,+34 712 21 72 85,Envío a domicilio,Buena
afc1bf3b-5b93-4521-8e64-fa192780944a,06/01/2024,Lavalleja,Santiago Vázquez,Juguetes,Ropa Deportiva,Pan de Campo,91722.59,10.0,917225.9,Particular,Reacondicionado,Cripto,Elías del Manuel,jessicasaura@cortina.com,+34 704 780 656,Envío a domicilio,Regular
7d6f7955-6206-4b0c-baea-6fedf0a8ab1a,13/10/2023,Soriano,Rosario,Salud,Cuidado del Cabello,Botella de Agua,89374.6,2.0,178749.2,Particular,Reacondicionado,Cripto,Odalys Pinto Manuel,alma29@gmail.com,+34 710 29 01 76,Envío a domicilio,Excelente
ace8fcc8-599e-4200-a634-eeb9d1cbe254,21/03/2025,Colonia,San Ramón,Belleza,Decoración,El Principito,93013.94,5.0,465069.7,Particular,Reacondicionado,Tarjeta,Odalys Felisa Zabala Andrés,jaleman@hotmail.com,+34880 74 06 51,Retiro en local,Buena
4916c30f-ba58-4377-b110-ed6af2080b5e,26/09/2023,Lavalleja,San José de Mayo,Alimentos,Abrigos,Sillón Reclinable,11433.59,1.0,11433.59,Marketplace,Usado,Efectivo,Wálter Abril,palomarciro@yahoo.com,+34726 024 528,Retiro en local,Excelente
3fe7bd3c-b605-403a-8e7a-a8d77eca2e0c,19/06/2025,Montevideo,Carmelo,Juguetes,TV y Video,Matemáticas 5to Año,51333.48,1.0,51333.48,Marketplace,Usado,Transferencia,Alexandra Pareja-Company,eleuterio39@yahoo.com,+34 743330653,Envío a domicilio,Excelente
824cc07c-7c03-40d8-892d-1a48a3a72f49,28/01/2025,Durazno,Bella Unión,Libros,Vehículos,Aspiradora Robot,86311.78,4.0,345247.12,Particular,Usado,Transferencia,Josefina Cerezo,estefaniamontalban@gmail.com,,Envío a domicilio,Regular
5b6b8787-852b-40b1-b4f0-f1322875ca0e,04/10/2024,Lavalleja,Tranqueras,Electrónica,Cocina,Michelin,15034.19,8.0,120273.52,Tienda oficial,Reacondicionado,Efectivo,Gala África Campillo Uriarte,apuerta@gmail.com,,Envío a domicilio,Buena
7bfe5322-e935-4c89-a1af-f1e27eac6a49,29/09/2024,Lavalleja,Belén,Alimentos,Neumáticos,Sapiens,85392.91,10.0,853929.1,Marketplace,Nuevo,Cripto,Nicanor Arribas,lcasas@hotmail.com,+34603697626,Envío a domicilio,Excelente
669e222d-fc52-4054-82e4-6edb45335412,10/10/2024,Canelones,Atlántida,Belleza,Juegos de Mesa,Shampoo,89108.9,9.0,801980.1,Marketplace,Reacondicionado,Efectivo,Aureliano Ferrando Hernandez,graciana04@hotmail.com,+34718 14 50 49,Retiro en local,Buena
96933bf3-2f0e-4a9c-9ba4-a00c916504ec,19/12/2023,Flores,Fray Bentos,Hogar,Ropa Deportiva,Dune,60427.97,1.0,60427.97,Tienda oficial,Reacondicionado,Tarjeta,Arsenio Viana,nuriaalamo@iniesta-almeida.com,+34 959 029 284,Retiro en local,Mala
237bfa39-a2bd-4cbe-a547-2428c18792b7,01/07/2024,Maldonado,Belén,Salud,Puzzles,Juego de Sábanas,28883.9,1.0,28883.9,Tienda oficial,Nuevo,Tarjeta,Dionisia Ponce García,perellojose-antonio@gmail.com,+34 646 03 02 36,Envío a domicilio,Excelente
c892d12e-7f2c-47cf-8748-ec402e08955a,21/06/2024,Rivera,19 de Abril,Automotriz,Imagen,Labial Rojo,67698.11,7.0,473886.77,Particular,Nuevo,Cripto,Albina Barbero,doritavelasco@hotmail.com,+34747 29 40 16,Envío a domicilio,Regular
ce68384a-b96b-4c6f-a43f-1a6d374e6626,20/10/2024,Flores,Durazno,Hogar,Jardín,Sapiens,10640.47,9.0,95764.23,Marketplace,Usado,Tarjeta,Ciro Balaguer Cano,ceciliobarriga@calatayud.com,+34710 83 62 13,Retiro en local,
3a72705b-eb7b-44f9-9caa-7a7a35f62597,29/01/2024,Rivera,Nueva Helvecia,Hogar,Repuestos,Puzzle 1000 piezas,63986.04,6.0,383916.24,Marketplace,Reacondicionado,Cripto,Esperanza Ileana Arana Hervia,maximilianollano@yahoo.com,+34 916 685 450,Envío a domicilio,Regular
62e5c755-d589-4a81-9996-2f79da72dee0,17/10/2024,Montevideo,Colonia Lavalleja,Salud,Lubricantes,Jeans,99174.73,7.0,694223.11,Tienda oficial,Usado,Transferencia,Maxi Comas Solé,egalan@ugarte.com,+34 710 10 59 91,Envío a domicilio,Regular
21949728-c710-4999-8693-c69143b5bce7,28/04/2025,Maldonado,Colonia Lavalleja,Ropa,Iluminación,Perfume Mujer,48682.74,4.0,194730.96,Particular,Nuevo,Efectivo,Nando Galindo-Zabala,miromaria-luisa@perales-ferreras.org,+34 747 501 352,Retiro en local,Buena
92b7a0ae-2439-4aba-b5fd-1074bd9b928e,03/11/2024,Durazno,Santa Clara de Olimar,Deportes,Imagen,El Principito,17032.06,8.0,136256.48,Tienda oficial,Usado,Cripto,Jose Luis Pombo Baquero,ptorres@yahoo.com,+34725 101 423,Envío a domicilio,Buena
ea8a5432-f29f-43e9-b7da-566222534255,03/12/2023,Artigas,Artigas,Libros,Textiles,Matemáticas 5to Año,74486.31,1.0,74486.31,Marketplace,Usado,Transferencia,Alcides Tolosa Morcillo,diegoangulo@hotmail.com,+34715331725,Envío a domicilio,Excelente
c0c1e0b5-b85f-4164-978e-0254348a9e7c,19/10/2024,Río Negro,Fray Bentos,Electrónica,Puzzles,Shampoo,82970.63,3.0,248911.89,Tienda oficial,Usado,Transferencia,Consuelo Suarez Moreno,bfranch@gmail.com,+34874 443 554,Retiro en local,Regular
6200abc4-934f-40fd-8bb9-dea6dbe1db41,03/05/2025,Cerro Largo,Rosario,Juguetes,Cuidado del Cuerpo,Smart TV,38077.16,3.0,114231.48,Particular,Nuevo,Efectivo,Maximiliano Castrillo Blázquez,vvega@hervia.es,+34 720 823 458,Retiro en local,Buena
c139a1fc-aea5-43ce-bf91-e2e0c5610c0d,31/10/2024,Río Negro,Libertad,Deportes,Frenos,Carolina Herrera,95135.96,3.0,285407.88,Marketplace,Nuevo,Tarjeta,Eustaquio Lopez Tello,victorianovalentin@yahoo.com,+34 905 693 182,Retiro en local,Excelente
6f57178f-0dfc-484b-a46a-ef0deca6a1cf,31/12/2024,Soriano,Lascano,Electrónica,Cuidado Personal,Gafas de Natación,11215.65,7.0,78509.55,Marketplace,Reacondicionado,Transferencia,Buenaventura Prada Pizarro,angelinagomez@hotmail.com,+34661310373,Retiro en local,Excelente
dd28baa9-7421-477d-a1ac-78a872814301,06/03/2024,Salto,Durazno,Alimentos,Tenis,Aspiradora Robot,73966.01,6.0,443796.06,Marketplace,Usado,Efectivo,Elisa Zapata Losa,agustinverdugo@yahoo.com,+34705350865,Retiro en local,Excelente
89e7f24e-a31f-465e-84dc-25ae569b40f9,30/09/2024,San José,Villa del Carmen,Automotriz,Electrodomésticos,Matemáticas 5to Año,25155.89,5.0,125779.45,Particular,Reacondicionado,Efectivo,Augusto Manu Ríos Flor,robertobelda@gmail.com,+34875613683,Retiro en local,Excelente
f9bd8b29-f246-43e0-b168-10a97935e415,25/08/2023,Treinta y Tres,Fray Bentos,Electrónica,Tenis,Pan de Campo,96821.35,3.0,290464.05,Particular,Reacondicionado,Transferencia,Isidora Fuentes Toledo,candelas41@pina.org,+34 725 74 30 41,Retiro en local,Regular
beffe38c-b723-4525-92de-d2444ca5cf6e,13/01/2025,Río Negro,Salto,Ropa,Cocina,Superman,77218.04,8.0,617744.32,Tienda oficial,Usado,Efectivo,Miguel Ángel Berenguer Tejada,somozaana-belen@gmail.com,+34644000406,Envío a domicilio,Excelente
ee3a6bc9-16a1-4071-82f2-01926c952e88,11/04/2025,Soriano,Rocha,Salud,Audio,Espejo de Pared,56903.79,6.0,341422.74,Marketplace,Nuevo,Tarjeta,Tamara Bravo,pacificanoguera@yahoo.com,+34716236381,Retiro en local,Buena
a406a4cd-6ef0-42ce-af59-65cdb7204115,21/09/2023,Artigas,Fraile Muerto,Belleza,Cuidado Facial,Barbie,92893.07,5.0,464465.35,Tienda oficial,Reacondicionado,Transferencia,Nacio Gutierrez-Lamas,sebastianhector@echevarria-pont.es,+34 715 40 36 75,Retiro en local,Excelente
4830403e-2972-4f3e-9ffc-369605853322,05/01/2025,Tacuarembó,Montevideo,Automotriz,Repuestos,Dune,71331.65,10.0,713316.5,Marketplace,Nuevo,Tarjeta,Joel Arnal Antúnez,landacristobal@santana.com,+34748101607,Retiro en local,Regular
5f5551bd-fa90-4cd1-8e19-c172db8bfb22,04/10/2024,Montevideo,Lascano,Hogar,Perfumes,Botiquín,92933.27,8.0,743466.16,Marketplace,Nuevo,Transferencia,Gregorio Morales,yvarela@yahoo.com,+34 955 368 534,Envío a domicilio,Mala
cf3eb790-e622-4849-9e13-178305608e1a,24/04/2024,Flores,Juan Lacaze,Automotriz,Equipamiento,Queso Colonia,10699.25,2.0,21398.5,Particular,Reacondicionado,Efectivo,Ciriaco Sosimo Laguna Sastre,joelsoler@riquelme.es,+34 908 545 866,Envío a domicilio,Mala
ccb79963-4106-4d13-aad5-834835c244bb,18/12/2023,Soriano,Castillos,Electrónica,Cuidado Personal,Barbie,89855.4,8.0,718843.2,Tienda oficial,Reacondicionado,Transferencia,Áurea del Cid,,+34980 65 17 49,Retiro en local,Regular
0decea75-a94d-4f51-851b-6a99e4f54c7f,25/07/2024,San José,Baltasar Brum,Belleza,Iluminación,El Principito,22909.83,3.0,68729.49,Tienda oficial,Nuevo,Tarjeta,Isidro de Abella,,+34 704919952,Envío a domicilio,Excelente
3cbfac17-4839-49be-8029-62e4646e8946,08/02/2024,Treinta y Tres,Tomás Gomensoro,Ropa,Aire Libre,Desodorante,72806.11,2.0,145612.22,Tienda oficial,Reacondicionado,Cripto,Fabiana Galván Gil,velazquezmario@gmail.com,+34 823 56 26 15,Envío a domicilio,Buena
9f1a8cb3-d7ab-4df8-b4a8-3f2329392cda,14/04/2025,Flores,Santa Rosa,Ropa,Ropa Deportiva,Filtro de Aceite,30136.85,4.0,120547.4,Marketplace,Usado,Transferencia,Ani Carretero-Canales,marisol19@camino-torrijos.org,+34742643879,Envío a domicilio,Excelente
b3b97067-699c-4cc7-bea9-e1dc75cc5146,03/05/2024,Soriano,Río Branco,Hogar,Camisetas,Jabón Artesanal,37768.54,2.0,75537.08,Marketplace,Nuevo,Cripto,Jose Angel Vara,buenaventura30@gmail.com,+34744602509,Envío a domicilio,Mala
75b9f868-858a-4a7c-8a68-241b3a35b721,14/07/2023,Artigas,Florida,Salud,Ciencia Ficción,Gafas de Natación,93898.45,10.0,938984.5,Particular,Reacondicionado,Tarjeta,Viviana Tudela Jordán,sanabriaconrado@melero.com,+34926036532,Retiro en local,Regular
61e2ed8c-d9b2-437a-a370-c6a5b4b592db,08/08/2024,Treinta y Tres,Atlántida,Ropa,Imagen,Coche a Control Remoto,46464.27,8.0,371714.16,Particular,Usado,Transferencia,Tristán Escolano Blázquez,iniguezeutimio@gmail.com,+34 733 387 443,Retiro en local,Regular
02eafa27-db1c-43fe-8855-af8ea7751bb7,26/01/2024,Río Negro,San Ramón,Hogar,Lubricantes,Coche a Control Remoto,29652.65,5.0,148263.25,Marketplace,Usado,Transferencia,Bienvenida Camacho Barrios,,+34 709 876 876,Envío a domicilio,Regular
223ac7d9-9e40-4c83-9038-34d9760a9a13,03/08/2023,Flores,Lascano,Salud,Puzzles,Desodorante,28123.26,7.0,196862.82,Marketplace,Usado,Transferencia,Chus Crespi Blasco,pizarroprudencio@hotmail.com,+34805 626 342,Retiro en local,Excelente
32ac0fec-1c3f-4384-b52a-aaea775e0402,07/05/2025,Florida,Tacuarembó,Libros,Cocina,Zapatillas deportivas,19447.41,8.0,155579.28,Tienda oficial,Reacondicionado,Tarjeta,Pablo Reina Duque,drodriguez@hotmail.com,+34 676 39 91 51,Envío a domicilio,Mala
e05fd4c3-7d5b-4e3c-9e36-57bd834e34e3,10/11/2024,Salto,Florida,Alimentos,Muebles,Aceite de Motor,69902.32,4.0,279609.28,Particular,Nuevo,Tarjeta,Petrona Rivera Fernández,adolfomoliner@valle.es,+34977326228,Retiro en local,Buena
69c83a15-24d6-4e6a-9d51-c4d886d73db4,16/05/2024,Lavalleja,Florida,Electrónica,Ciencia Ficción,Botella de Agua,99859.06,8.0,798872.48,Marketplace,Reacondicionado,Tarjeta,Noa Romeu Elías,,+34 704083373,Retiro en local,Excelente
ee15aa72-1987-448b-90ae-9421dce00285,21/01/2024,Durazno,Juan Lacaze,Ropa,Primeros Auxilios,Remera Algodón,39046.13,5.0,195230.65,Particular,Nuevo,Cripto,Catalina Lobato Tirado,alonsomerino@hotmail.com,,Retiro en local,Regular
f1f97d57-b794-4cfe-af39-1b3963c3e768,23/12/2024,Cerro Largo,Rafael Perazza,Deportes,Camping,El Principito,12638.94,3.0,37916.82,Marketplace,Usado,Tarjeta,Carmelita Tomé Boix,concepciontamarit@gmail.com,+34873684466,Retiro en local,Buena
a2eb9374-df73-4f5e-874a-9c9eb1394550,18/05/2025,Rocha,Colonia Lavalleja,Electrónica,Camping,Jeans,61749.31,8.0,493994.48,Marketplace,Nuevo,Efectivo,Nayara Checa Jiménez,espiridion99@gmail.com,+34722 20 79 57,Retiro en local,Buena
aab48a62-7a17-426a-ba4a-a3bcbe97dfd4,16/01/2025,Artigas,Belén,Hogar,Lubricantes,Queso Colonia,48572.13,8.0,388577.04,Particular,Nuevo,Transferencia,Casemiro Galan Almeida,hcrespo@amigo.com,+34 730 729 548,Envío a domicilio,Excelente
0aac9391-b5b0-497b-b406-5ffd6b31b6f8,18/04/2024,Rivera,Canelones,Automotriz,Ciencia Ficción,Cuadros Decorativos,36653.65,6.0,219921.9,Marketplace,Nuevo,Efectivo,Néstor Balaguer Rivero,jose-carlos77@gmail.com,+34 724250996,Retiro en local,Buena
752683fa-0013-4ac1-ba9a-5559c3f3e144,14/01/2024,Montevideo,Salto,Hogar,Audio,Gafas de Natación,59965.14,7.0,419755.98,Marketplace,Usado,Efectivo,Loida Llobet Garzón,eexposito@donaire.es,+34 715544579,Retiro en local,Buena
51bf386a-3c43-401c-a1f0-cf29b8b991da,22/10/2023,Lavalleja,Sarandí del Yi,Juguetes,Equipamiento,Puzzle 1000 piezas,60884.44,3.0,182653.32,Particular,Nuevo,Tarjeta,Rafaela Arnau,domitilavelez@gmail.com,+34 714 45 67 87,Retiro en local,Regular
a9564c93-0c12-4bc7-95dc-8a03ff002cb2,27/09/2023,Colonia,Palmitas,Libros,Vehículos,Sillón Reclinable,76696.88,3.0,230090.64,Tienda oficial,Usado,Cripto,Leocadia Selena Pujol Macías,artigasmaria@gmail.com,+34724 92 37 75,Retiro en local,Buena
b35536db-0158-44b8-bb9d-db93e38261e2,28/05/2025,Tacuarembó,Melo,Libros,Abrigos,Michelin,18783.92,10.0,187839.2,Particular,Nuevo,Transferencia,Macario Sanmartín-Murillo,olalla00@merino.com,+34921 821 019,Envío a domicilio,Excelente
de2890dc-1141-4e92-b9c2-26dd74675a33,25/09/2023,Flores,Durazno,Salud,Perfumes,Cuadros Decorativos,73674.81,5.0,368374.05,Tienda oficial,Nuevo,Efectivo,Íngrid Boada-Gilabert,clarisa65@quintana.com,,Envío a domicilio,Buena
f53a5154-36c8-4466-bc76-322f42c12508,11/05/2024,Canelones,Colonia del Sacramento,Ropa,Iluminación,Duraznos en Almíbar,17291.25,8.0,138330.0,Particular,Reacondicionado,Cripto,Valeria Chus Dominguez Pascual,giselacaparros@yahoo.com,+34 720 02 33 06,Retiro en local,Buena
81a80d25-4ade-4596-9d6b-62d1b1f83307,25/09/2023,Maldonado,Libertad,Libros,Electrodomésticos,Auriculares Bluetooth,27641.6,6.0,165849.6,Tienda oficial,Usado,Efectivo,Piedad Cristina Arcos Ibañez,peralesbrigida@anguita.es,+34605122197,Retiro en local,Regular
11825397-4f84-4acd-a2bd-2f52786db2af,19/01/2025,Treinta y Tres,Tranqueras,Salud,Figuras de acción,Puzzle 1000 piezas,60506.57,2.0,121013.14,Particular,Nuevo,Cripto,Leandra Luna Rius,miguel-angelsalazar@paz.com,+34 712 50 85 25,Envío a domicilio,Excelente
cad8fe63-364d-4698-9138-296b5acd1711,21/07/2024,San José,Santa Rosa,Salud,Aceites,Carpa para 4 personas,61483.17,3.0,184449.51,Marketplace,Nuevo,Efectivo,Miguel Ángel Tejero Pina,nandofarre@vina.org,+34 661411696,Retiro en local,Buena
538c40fb-5687-45aa-95c8-c77d0dcfe7aa,29/03/2024,Maldonado,Tacuarembó,Alimentos,Puzzles,Vitamina C,31704.81,7.0,221933.67,Tienda oficial,Reacondicionado,Tarjeta,Eusebio Rey Perales,blucas@cabanas.es,+34 712824146,Envío a domicilio,Excelente
afc0d344-69fe-4020-a9db-e645569ad9bb,04/02/2024,Artigas,Las Piedras,Automotriz,Perfumes,Zapatillas deportivas,70567.93,4.0,282271.72,Tienda oficial,Usado,Transferencia,Marisol María Losa Valverde,npacheco@benavent.es,+34 723186558,Retiro en local,Buena
2beae039-aae2-4b10-b5e0-37299fe76310,29/03/2024,Rivera,Minas,Alimentos,TV y Video,Manguera de Riego,55441.53,7.0,388090.71,Marketplace,Nuevo,Cripto,Felicidad Cámara Llamas,ycarmona@sobrino.com,+34827566274,Envío a domicilio,Regular
017bb648-f922-4ba6-93c1-333702a60c37,24/06/2024,Artigas,Constitución,Libros,Equipamiento,Zapatos de Cuero,60104.1,4.0,240416.4,Tienda oficial,Nuevo,Cripto,Fortunato Gallardo Vizcaíno,larce@cabrero-cordero.es,+34851 19 09 11,Envío a domicilio,Excelente
a0120905-bf64-485e-b8f9-cba426e139e5,28/06/2025,Salto,San Gregorio de Polanco,Ropa,Panadería,Cuadros Decorativos,37637.05,10.0,376370.5,Particular,Nuevo,Cripto,Tomasa Cano-Ferrero,tlujan@gmail.com,+34 732865074,Envío a domicilio,Regular
b4b36cd4-f800-4eb2-9c0b-e9cf29ee1d2d,22/05/2025,Artigas,Minas,Deportes,Cuidado Facial,Calzas de Running,79403.39,8.0,635227.12,Particular,Nuevo,Efectivo,Rafael Tamayo Querol,jdiaz@gmail.com,,Envío a domicilio,Mala
21c34b75-81c2-4fb8-8c67-212356b5d88c,23/03/2024,Cerro Largo,Mercedes,Automotriz,Juegos de Mesa,Multivitamínico,11144.02,2.0,22288.04,Particular,Usado,Transferencia,Abraham Méndez Arce,cecilia58@quesada.net,+34719 063 826,Envío a domicilio,Mala
e62e9320-9491-483e-8a55-b7d364e1fe80,27/01/2024,Tacuarembó,Treinta y Tres,Libros,Panadería,El Quijote,89454.69,7.0,626182.83,Marketplace,Usado,Cripto,Néstor de Andres,modestopavon@guardiola.es,+34 692 33 23 09,Retiro en local,Regular
6bdc692a-3d21-4633-9cf1-d34f01516b7e,11/02/2025,Tacuarembó,Artigas,Libros,Vitaminas,Vajilla Completa,71564.28,8.0,572514.24,Marketplace,Nuevo,Transferencia,Curro Fabián Pereira Álvaro,marquezcleto@galvez-roca.org,+34 670 72 50 62,Retiro en local,Mala
a5af360b-60fd-48f1-a298-83b131fa7d7a,20/09/2023,Florida,Minas,Deportes,Decoración,"Smart TV 55""",68487.7,1.0,68487.7,Particular,Nuevo,Cripto,Nydia Ofelia Soler Gallego,zairaordonez@hotmail.com,+34 745 34 21 86,Retiro en local,Buena
ce975b81-c156-4c4f-80d9-2f32a7ff5060,28/02/2024,Montevideo,Aceguá,Electrónica,Repuestos,Vitamina C,44177.65,8.0,353421.2,Marketplace,Usado,Tarjeta,Sonia Almeida Olivares,tomasacarrion@hotmail.com,+34 749 13 71 14,Retiro en local,Mala
ee912cea-e1e9-4447-bc80-10a4a3bf8180,16/10/2023,San José,Sarandí Grande,Alimentos,Juegos de Mesa,Perfume Mujer,14302.17,2.0,28604.34,Particular,Reacondicionado,Cripto,Haydée Cabezas Carrillo,,+34 745039289,Retiro en local,Mala
fedf1ad0-d531-4a9c-8619-dc62e2c2ea9d,13/12/2024,Río Negro,Canelones,Electrónica,Electrodomésticos,Pan de Campo,33964.97,4.0,135859.88,Tienda oficial,Reacondicionado,Transferencia,Rafael Cisneros Blanch,neiragema@carrera.com,+34 711 957 100,Envío a domicilio,Mala
41473ce0-6828-4050-bcbf-b4bfce3f77f1,23/02/2025,Flores,Fray Bentos,Automotriz,Jardín,Sapiens,12741.86,10.0,127418.6,Particular,Reacondicionado,Tarjeta,Calixta Villalba Priego,villanuevaluis-angel@raya.com,+34 728 744 017,Envío a domicilio,Mala
ab1acfd8-8241-4c35-a4ff-d50d8221e94c,12/11/2024,Canelones,Palmitas,Automotriz,Textiles,Barbie,11517.57,1.0,11517.57,Particular,Reacondicionado,Transferencia,Griselda de Frutos,valfonso@yahoo.com,+34676986362,Retiro en local,
103bc339-2d92-4e63-bf30-ddcedf92c456,21/09/2024,Cerro Largo,Rafael Perazza,Belleza,Arte,Bicicleta Fija,91679.62,4.0,366718.48,Particular,Usado,Tarjeta,Curro Piquer Canet,jarmengol@gmail.com,+34 734782458,Envío a domicilio,Mala
a9cce265-73d4-4115-9326-e179f7da8341,03/08/2023,Lavalleja,Rafael Perazza,Deportes,Repuestos,Vitamina C,78432.09,6.0,470592.54,Marketplace,Reacondicionado,Tarjeta,Dimas Puig Casares,dlosada@noriega.com,+34 658369268,Envío a domicilio,Mala
90e39701-a614-4aaf-9dd6-c3e8814e7940,30/06/2024,Montevideo,Tranqueras,Alimentos,Vestidos,Carpa para 4 personas,86092.82,2.0,172185.64,Tienda oficial,Nuevo,Tarjeta,Elías del Ureña,bautistasamu@yahoo.com,+34714506433,Retiro en local,Mala
27daca5c-ff1e-494b-b5e1-77ecc2cd3ad5,17/05/2024,Treinta y Tres,San Ramón,Juguetes,Camisetas,Tapado de Invierno,50894.92,8.0,407159.36,Marketplace,Nuevo,Tarjeta,Consuela Rico-Borrego,ecarreno@palacio-vergara.com,+34 937 567 746,Envío a domicilio,Mala
404db6c6-2555-4acb-831f-308237358564,06/01/2024,Soriano,Colonia del Sacramento,Belleza,Lubricantes,Vajilla Completa,78992.14,5.0,394960.7,Tienda oficial,Nuevo,Tarjeta,María Belén Carreño-Calatayud,vmolina@davila.org,+34 895 374 503,Envío a domicilio,Regular
0001f306-4122-4b59-87b8-bf72e36dc9eb,20/10/2024,Soriano,Río Branco,Automotriz,Iluminación,Cien años de soledad,35284.16,2.0,70568.32,Marketplace,Nuevo,Cripto,Victorino Maldonado Monreal,montesinosjacinta@yahoo.com,+34 710 672 447,Retiro en local,Excelente
5c5d3116-1a4f-480d-bc92-d2c1c7a89a74,25/01/2024,Soriano,Colonia del Sacramento,Hogar,Vehículos,Olla a Presión,24063.53,4.0,96254.12,Tienda oficial,Nuevo,Efectivo,Azucena Encarnita Coloma Sanmiguel,bartolomegodoy@yahoo.com,+34602116111,Envío a domicilio,Mala
5e8482cf-aaf4-4775-8b8b-79efc226f63e,27/02/2024,Rivera,Colonia del Sacramento,Ropa,Frenos,Sillón Reclinable,42192.71,10.0,421927.1,Tienda oficial,Usado,Tarjeta,Tristán Molina Gonzalez,aaron50@dominguez.es,+34718 20 15 53,Retiro en local,Regular
3ef906f3-c4b9-4892-ba4b-56019f2686f6,30/09/2023,Maldonado,Cerro Chato,Automotriz,Vehículos,Puzzle 1000 piezas,55809.7,2.0,111619.4,Marketplace,Reacondicionado,Efectivo,América Manuel Valenzuela,bmoles@yahoo.com,+34 740 23 11 51,Retiro en local,Buena
486d4fbc-bd40-4273-a183-b09f38e47d92,19/06/2024,Tacuarembó,Baltasar Brum,Libros,Ropa Deportiva,Raqueta de Tenis,22016.84,6.0,132101.04,Marketplace,Reacondicionado,Transferencia,Fabiola Bernarda Diez Salgado,aparicioadan@yahoo.com,+34 746352532,Envío a domicilio,Regular
5d9e2dfe-e34a-4f68-b98d-b06e3e47481c,29/01/2024,Lavalleja,Mercedes,Belleza,TV y Video,Cepillo de Dientes Eléctrico,57656.61,7.0,403596.27,Particular,Nuevo,Transferencia,Nieves Carreño Moliner,scamara@nunez.es,+34694803451,Retiro en local,Excelente
1fd09fd1-a7c7-4e76-89b4-d2a13f56a2e3,06/02/2024,Treinta y Tres,Las Piedras,Salud,Historia,Bufanda de Lana,80825.52,2.0,161651.04,Particular,Nuevo,Cripto,Nilo Agustín Sanjuan,andradeisaias@landa.es,+34876 124 654,Retiro en local,Mala
559fbf00-67d8-4b76-baa9-070ccc03b387,20/02/2024,Montevideo,Cardona,Ropa,Arte,Botiquín,30403.43,3.0,91210.29,Particular,Nuevo,Tarjeta,Pacífica Rosa Varela,dpino@gmail.com,+34 734732840,Retiro en local,Mala
